Date,Open,High,Low,Close,Final,Volume,Value,No,Ticker,Name,Market,Adj Open,Adj High,Adj Low,Adj Close,Adj Final
2023-09-26,5040,5060,5000,5010,5050,384751,1928568870,69,امید,تامین سرمایه امید,بورس,5040,5060,5000,5010,5050
2023-09-27,5030,5070,5000,5010,5050,1030667,5179067960,92,امید,تامین سرمایه امید,بورس,5030,5070,5000,5010,5050
2023-09-30,4980,5040,4920,4940,5020,2137258,10615643310,233,امید,تامین سرمایه امید,بورس,4980,5040,4920,4940,5020
2023-10-01,4940,5000,4910,4980,5010,437200,2157246880,64,امید,تامین سرمایه امید,بورس,4940,5000,4910,4980,5010
2023-10-02,4900,5010,4900,4980,5010,442339,2202202540,81,امید,تامین سرمایه امید,بورس,4900,5010,4900,4980,5010
2023-10-04,5080,5080,4980,5020,5010,563080,2828227530,74,امید,تامین سرمایه امید,بورس,5080,5080,4980,5020,5010
2023-10-07,4960,5040,4900,4980,5010,1483192,7408925280,131,امید,تامین سرمایه امید,بورس,4960,5040,4900,4980,5010
2023-10-08,4920,4920,4770,4870,4980,1059970,5099146320,168,امید,تامین سرمایه امید,بورس,4920,4920,4770,4870,4980
2023-10-09,4920,5040,4830,5020,4980,1462240,7297185360,102,امید,تامین سرمایه امید,بورس,4920,5040,4830,5020,4980
2023-10-10,4980,5030,4890,5030,4980,206332,1026905000,44,امید,تامین سرمایه امید,بورس,4980,5030,4890,5030,4980
2023-10-11,4910,5050,4910,5000,4980,282994,1415772720,50,امید,تامین سرمایه امید,بورس,4910,5050,4910,5000,4980
2023-10-14,4883,5025,4820,5020,4978,596831,2958391315,90,امید,تامین سرمایه امید,بورس,4883,5025,4820,5020,4978
2023-10-15,5000,5077,4990,5000,4980,497953,2490641844,46,امید,تامین سرمایه امید,بورس,5000,5077,4990,5000,4980
2023-10-16,5000,5070,5000,5001,4983,489097,2455588041,77,امید,تامین سرمایه امید,بورس,5000,5070,5000,5001,4983
2023-10-17,5090,5090,4968,5002,4986,722317,3615322580,85,امید,تامین سرمایه امید,بورس,5090,5090,4968,5002,4986
2023-10-18,4891,5033,4887,4969,4986,129374,643742804,64,امید,تامین سرمایه امید,بورس,4891,5033,4887,4969,4986
2023-10-21,4951,5030,4951,5000,4986,747992,3730915359,75,امید,تامین سرمایه امید,بورس,4951,5030,4951,5000,4986
2023-10-22,4859,5060,4859,5020,4987,490779,2455197123,47,امید,تامین سرمایه امید,بورس,4859,5060,4859,5020,4987
2023-10-23,5035,5035,4955,5000,4989,845150,4225690995,37,امید,تامین سرمایه امید,بورس,5035,5035,4955,5000,4989
2023-09-25,6050,6070,5660,5770,5860,8637524,50620681610,1455,امین,تامین سرمایه امین,بورس,6050,6070,5660,5770,5860
2023-09-26,5820,5820,5630,5700,5790,3689808,21088668890,1031,امین,تامین سرمایه امین,بورس,5820,5820,5630,5700,5790
2023-09-27,5790,5790,5590,5630,5740,3250081,18423669300,944,امین,تامین سرمایه امین,بورس,5790,5790,5590,5630,5740
2023-09-30,5740,5760,5510,5520,5660,4089543,22922272320,1139,امین,تامین سرمایه امین,بورس,5740,5760,5510,5520,5660
2023-10-01,5660,5660,5470,5490,5590,3591110,19849426890,911,امین,تامین سرمایه امین,بورس,5660,5660,5470,5490,5590
2023-10-02,5590,5590,5460,5490,5560,2535361,13987312150,717,امین,تامین سرمایه امین,بورس,5590,5590,5460,5490,5560
2023-10-04,5560,5580,5460,5470,5530,3867618,21285927930,961,امین,تامین سرمایه امین,بورس,5560,5580,5460,5470,5530
2023-10-07,5570,5800,5550,5740,5750,23611007,135862879070,1513,امین,تامین سرمایه امین,بورس,5570,5800,5550,5740,5750
2023-10-08,5750,5750,5470,5470,5570,6648976,36962229490,1064,امین,تامین سرمایه امین,بورس,5750,5750,5470,5470,5570
2023-10-09,5650,5650,5320,5390,5500,4097827,22334214530,838,امین,تامین سرمایه امین,بورس,5650,5650,5320,5390,5500
2023-10-10,5500,5500,5330,5400,5460,3788781,20539438910,841,امین,تامین سرمایه امین,بورس,5500,5500,5330,5400,5460
2023-10-11,5460,5630,5410,5480,5530,5887447,32659330770,1118,امین,تامین سرمایه امین,بورس,5460,5630,5410,5480,5530
2023-10-14,5650,5780,5500,5560,5660,9629828,54487494360,1281,امین,تامین سرمایه امین,بورس,5650,5780,5500,5560,5660
2023-10-15,5760,5760,5490,5520,5640,1889467,10569070410,614,امین,تامین سرمایه امین,بورس,5760,5760,5490,5520,5640
2023-10-16,5730,5730,5510,5590,5630,4024730,22602428530,746,امین,تامین سرمایه امین,بورس,5730,5730,5510,5590,5630
2023-10-17,5690,5690,5450,5510,5580,4174172,23136429310,814,امین,تامین سرمایه امین,بورس,5690,5690,5450,5510,5580
2023-10-18,5670,5770,5520,5600,5670,10719618,60823456190,917,امین,تامین سرمایه امین,بورس,5670,5770,5520,5600,5670
2023-10-21,5800,5800,5530,5540,5640,3797995,21297493280,897,امین,تامین سرمایه امین,بورس,5800,5800,5530,5540,5640
2023-10-22,5650,5850,5510,5790,5740,10293292,59033376510,1279,امین,تامین سرمایه امین,بورس,5650,5850,5510,5790,5740
2023-10-23,5840,5900,5610,5640,5730,2070214,11828659210,533,امین,تامین سرمایه امین,بورس,5840,5900,5610,5640,5730
2023-09-25,29160,29750,28300,28300,28760,3426228,98534239860,1882,انرژی,بورس انرژی ایران,بورس,29160,29750,28300,28300,28760
2023-09-26,28760,29700,28200,29080,29060,3623683,105302046090,1433,انرژی,بورس انرژی ایران,بورس,28760,29700,28200,29080,29060
2023-09-27,29200,29730,28810,29100,29290,2705042,79228385710,1200,انرژی,بورس انرژی ایران,بورس,29200,29730,28810,29100,29290
2023-09-30,29590,29590,28300,28800,28580,4280684,122356152910,1926,انرژی,بورس انرژی ایران,بورس,29590,29590,28300,28800,28580
2023-10-01,28790,28790,27870,28000,28040,2902360,81373691210,1574,انرژی,بورس انرژی ایران,بورس,28790,28790,27870,28000,28040
2023-10-02,28040,29490,27900,28660,28610,3987700,114068665520,1613,انرژی,بورس انرژی ایران,بورس,28040,29490,27900,28660,28610
2023-10-04,29170,29170,28250,28750,28650,2036234,58347820770,1006,انرژی,بورس انرژی ایران,بورس,29170,29170,28250,28750,28650
2023-10-07,28780,28950,27550,27700,28060,2919952,81931885320,1354,انرژی,بورس انرژی ایران,بورس,28780,28950,27550,27700,28060
2023-10-08,28000,28000,26100,26100,26190,5801778,151938557140,2651,انرژی,بورس انرژی ایران,بورس,28000,28000,26100,26100,26190
2023-10-09,25300,26850,25300,26450,26200,3750603,98259790050,1441,انرژی,بورس انرژی ایران,بورس,25300,26850,25300,26450,26200
2023-10-10,26500,27800,26200,27800,27000,4056164,109499002320,1652,انرژی,بورس انرژی ایران,بورس,26500,27800,26200,27800,27000
2023-10-11,27540,28020,26620,26670,27110,2242330,60779231250,1033,انرژی,بورس انرژی ایران,بورس,27540,28020,26620,26670,27110
2023-10-14,26880,26880,25390,25490,25840,4394392,113553544950,1942,انرژی,بورس انرژی ایران,بورس,26880,26880,25390,25490,25840
2023-10-15,25840,26190,25280,25710,25610,2674685,68501725330,1427,انرژی,بورس انرژی ایران,بورس,25840,26190,25280,25710,25610
2023-10-16,25920,27400,25610,27400,26940,8594270,231549293720,1972,انرژی,بورس انرژی ایران,بورس,25920,27400,25610,27400,26940
2023-10-17,27020,28140,26160,26910,27280,11436284,312037168750,3415,انرژی,بورس انرژی ایران,بورس,27020,28140,26160,26910,27280
2023-10-18,25750,28000,25720,26840,26900,11648733,313320899890,3335,انرژی,بورس انرژی ایران,بورس,25750,28000,25720,26840,26900
2023-10-21,27300,27980,26890,26910,27150,4549793,123546512040,1839,انرژی,بورس انرژی ایران,بورس,27300,27980,26890,26910,27150
2023-10-22,27200,27450,26710,26850,27010,3923200,105982174720,1792,انرژی,بورس انرژی ایران,بورس,27200,27450,26710,26850,27010
2023-10-23,26980,26980,25900,25900,26240,3981123,104484064110,1815,انرژی,بورس انرژی ایران,بورس,26980,26980,25900,25900,26240
2023-09-25,25890,25900,24700,25120,25380,633841,16085415220,390,بالبر,کابل البرز,بورس,25890,25900,24700,25120,25380
2023-09-26,24990,26640,24590,26640,26300,1201281,31597194110,606,بالبر,کابل البرز,بورس,24990,26640,24590,26640,26300
2023-09-27,27550,27550,26300,26790,27170,1911088,51918052460,863,بالبر,کابل البرز,بورس,27550,27550,26300,26790,27170
2023-09-30,26000,26870,25820,25820,25960,816382,21195623270,576,بالبر,کابل البرز,بورس,26000,26870,25820,25820,25960
2023-10-01,25820,25820,24750,24800,25340,346652,8658452310,290,بالبر,کابل البرز,بورس,25820,25820,24750,24800,25340
2023-10-02,25990,25990,24500,24940,24980,618471,15446513160,265,بالبر,کابل البرز,بورس,25990,25990,24500,24940,24980
2023-10-04,25410,25410,24500,24540,24790,324086,7991658670,325,بالبر,کابل البرز,بورس,25410,25410,24500,24540,24790
2023-10-07,24560,24880,23560,23560,23860,862974,20591957130,405,بالبر,کابل البرز,بورس,24560,24880,23560,23560,23860
2023-10-08,23120,23130,22670,22670,22890,498199,11298430610,309,بالبر,کابل البرز,بورس,23120,23130,22670,22670,22890
2023-10-09,22010,22910,21750,22110,22010,1210654,26651331590,450,بالبر,کابل البرز,بورس,22010,22910,21750,22110,22010
2023-10-10,22250,23110,22120,23110,22490,423551,9611059440,244,بالبر,کابل البرز,بورس,22250,23110,22120,23110,22490
2023-10-11,23610,23610,23610,23610,23060,309702,7312064220,155,بالبر,کابل البرز,بورس,23610,23610,23610,23610,23060
2023-10-14,24210,24210,23260,24210,24070,1392058,33505274890,596,بالبر,کابل البرز,بورس,24210,24210,23260,24210,24070
2023-10-15,24190,25270,24080,25270,25050,1391707,34863265760,549,بالبر,کابل البرز,بورس,24190,25270,24080,25270,25050
2023-10-16,25600,26300,24550,24950,25600,2956631,75686451750,1318,بالبر,کابل البرز,بورس,25600,26300,24550,24950,25600
2023-10-17,25220,25220,24320,24320,24410,1157626,28259481210,686,بالبر,کابل البرز,بورس,25220,25220,24320,24320,24410
2023-10-18,24750,24750,23270,23560,23970,450368,10705667600,324,بالبر,کابل البرز,بورس,24750,24750,23270,23560,23970
2023-10-21,23570,24660,23570,24200,23970,327153,7843063050,226,بالبر,کابل البرز,بورس,23570,24660,23570,24200,23970
2023-10-22,23980,24900,23980,24690,24630,574153,14175018380,279,بالبر,کابل البرز,بورس,23980,24900,23980,24690,24630
2023-10-23,24660,25860,24660,25860,25610,1490713,38183929140,540,بالبر,کابل البرز,بورس,24660,25860,24660,25860,25610
